,Product Name,Prices,Description
1271,"Motorola G32 (Satin Silver, 128 GB)","18,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
1272,"POCO X6 Neo 5G (Martian Orange, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1273,"MOTOROLA g82 5G(White Lily, 128 GB)","23,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium BatteryQualcomm Snapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories
1274,"POCO X6 Pro 5G (Spectre Black, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1275,"POCO M6 Plus 5G (Ice Silver, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1276,"MOTOROLA razr 40 Ultra (INFINITE BLACK, 256 GB)","79,990",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display32MP Rear Camera3800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1277,"MOTOROLA razr 40 Ultra (Viva Magenta, 256 GB)","79,990",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display32MP Rear Camera3800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1278,"POCO X6 Pro 5G (Yellow, 512 GB)","23,499",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1279,"POCO X6 Neo 5G (Astral Black, 256 GB)","17,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1280,"Motorola g22 (Mint Green, 64 GB)","13,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryMediatek Helio G37 Processor1 Year on Handset and 6 Months on Accessories
1281,"Motorola e32 (Eco Black, 64 GB)","11,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G37 Processor1 Year on Handset and 6 Months on Accessories
1282,"OPPO Find X8 5G (Star Grey, 256 GB)","69,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP | 32MP Front Camera5630 mAh BatteryDimensity 9400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
1283,"MOTOROLA razr 40 Ultra (Peach Fuzz, 256 GB)","71,999",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display32MP Rear Camera3800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1284,"POCO M6 Plus 5G (Ice Silver, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1285,"POCO M6 Plus 5G (Misty Lavender, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1286,"MOTOROLA G8 Power Lite (Royal Blue, 64 GB)","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display16MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryMediaTek Helio P35 Processor1 Year for Handset and 6 Months for In-box Accessories
1287,"Motorola g73 5G (Midnight Blue, 128 GB)","21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryMediatek Dimensity 930 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1288,"POCO X6 5G (Snowstorm White, 256 GB)","17,499",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1289,"POCO X6 Pro 5G (Racing Grey, 512 GB)","23,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1290,"Motorola E7 Power (Tahiti Blue, 64 GB)","8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G25 Processor1 Year on Handset and 6 Months on Accessories
1291,"Motorola G30 (Dark Pearl, 64 GB)","10,999",4 GB RAM | 64 GB ROM16.54 cm (6.51 inch) HD+ Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 662 ProcessorStock Android Experience | 90Hz Refresh Rate1 Year on Handset and 6 Months on Accessories
1292,"POCO X6 Pro 5G (Yellow, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1293,"Motorola Edge 40 Neo (Peach Fuzz, 256 GB)","24,999",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories
1294,"POCO X6 Pro 5G (Racing Grey, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1295,"POCO X6 Neo 5G (Astral Black, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1296,"Motorola G40 Fusion (Frosted Champagne, 128 GB)","12,999",6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera6000 mAh BatteryQualcomm Snapdragon 732G Processor120Hz Refresh RateStock Android Experience1 Year on Handset and 6 Months on Accessories
1297,"(Refurbished) MOTOROLA Edge 40 (Viva Magenta, 256 GB)","21,299",8 GB RAM | 256 GB ROM | Expandable Upto 512 GB6.5 inch Full HD+ Display50MP + 13MP Dual Rear Camera | 32MP Front Camera4400 mAh BatteryDimensity 8020 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable
1298,"POCO X6 Neo 5G (Martian Orange, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1299,"POCO X6 Pro 5G (Spectre Black, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1300,"(Refurbished) MOTOROLA Edge 40 Neo (Caneel Bay, 128 GB)","17,799",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB6.55 inch Full HD+ Display50MP + 13MP Dual Rear Camera | 32MP Front Camera5000 mAh BatteryDimensity 7030 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable
1301,"MOTOROLA G04 (Concord Black, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
1302,"POCO M6 Plus 5G (Ice Silver, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1303,"(Refurbished) MOTOROLA g54 5G (Pearl Blue, 256 GB)","10,999",12 GB RAM | 256 GB ROM | Expandable Upto 2 TB6.5 inch Full HD+ Display50MP + 8MP Dual Rear Camera | 16MP Front Camera6000 mAh BatteryDimensity 7020 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable
1304,"POCO X6 Pro 5G (Yellow, 512 GB)","23,499",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1305,"POCO X6 Neo 5G (Astral Black, 256 GB)","17,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1306,"MOTOROLA G04 (Sea Green, 128 GB)","7,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
1307,"Motorola g14 (Sky Blue, 128 GB)","8,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryT616 ProcessorImmersive Stereo Speakers with Dolby Atmos1 Year on Handset and 6 Months on Accessories
1308,"OPPO Find X8 5G (Star Grey, 256 GB)","69,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP | 32MP Front Camera5630 mAh BatteryDimensity 9400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
1309,"POCO M6 Plus 5G (Ice Silver, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1310,Motorola a50,"1,699",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1750 mAh Battery2 Year Replacement
1311,"Motorola G32 (Satin Maroon, 128 GB)","10,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
1312,"POCO M6 Plus 5G (Misty Lavender, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1313,"MOTOROLA Moto X4 (Sterling Blue, 64 GB)","23,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB13.21 cm (5.2 inch) Full HD Display12MP + 8MP | 16MP Front Camera3000 mAh BatteryQualcomm Snapdragon 630 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1314,"POCO X6 5G (Snowstorm White, 256 GB)","17,499",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1315,"POCO X6 Pro 5G (Racing Grey, 512 GB)","23,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1316,"MOTOROLA Motorola One Power (Black, 64 GB)","18,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) Full HD+ Display16MP + 5MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1317,Motorola a10,"1,399",0 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1750 mAh BatteryNo Warranty
1318,"POCO X6 Pro 5G (Yellow, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1319,"POCO X6 Pro 5G (Racing Grey, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1320,"MOTOROLA G04 (Satin Blue, 128 GB)","7,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
1321,"MOTOROLA razr 40 (Summer Lilac, 256 GB)","43,990",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display64MP Rear Camera4200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1322,"POCO X6 Neo 5G (Martian Orange, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1323,"(Refurbished) MOTOROLA g24 Power (Ink blue, 128 GB)","7,299",8 GB RAM | 128 GB ROM |6.6 inch HD+ Display50MP + 2MP Dual Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G85 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable
1324,"POCO X6 Pro 5G (Spectre Black, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1325,"POCO M6 Plus 5G (Ice Silver, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1326,"(Refurbished) MOTOROLA g22 (Cosmic Black, 64 GB)","5,299","4 GB RAM | 64 GB ROM |6.5 inch HD+ Display50MP + 8, 2, 2MP Dual Rear Camera | 16MP Front Camera5000 mAh BatteryMediatek Helio G37 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable"
1327,"Motorola Edge 30 Ultra (Interstellar Black, 256 GB)","39,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display200MP + 50MP + 12MP | 60MP Front Camera4610 mAh Lithium BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year on Handset and 6 Months on Accessories
1328,"POCO X6 Pro 5G (Yellow, 512 GB)","23,499",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1329,"POCO X6 Neo 5G (Astral Black, 256 GB)","17,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1330,"(Refurbished) MOTOROLA g82 5G (Meterorite Grey, 128 GB)","10,999","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB6.6 inch Full HD+ Display50MP + 8, 2MP Dual Rear Camera | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable"
1331,"Motorola Edge 30 Ultra (Interstellar Black, 128 GB)","34,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display200MP + 50MP + 12MP | 60MP Front Camera4610 mAh Lithium BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year on Handset and 6 Months on Accessories
1332,"OPPO Find X8 5G (Star Grey, 256 GB)","69,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP | 32MP Front Camera5630 mAh BatteryDimensity 9400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
1333,"(Refurbished) MOTOROLA G32 (Mineral Gray, 64 GB)","8,499","4 GB RAM | 64 GB ROM |6.5 inch Full HD+ Display50MP + 8, 2MP Dual Rear Camera | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 680 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable"
1334,"POCO M6 Plus 5G (Ice Silver, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1335,"POCO M6 Plus 5G (Misty Lavender, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1336,"(Refurbished) MOTOROLA g42 (Atlantic Green, 64 GB)","7,899","4 GB RAM | 64 GB ROM |6.402 inch Full HD+ AMOLED Display50MP + 8, 2MP Dual Rear Camera | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 680 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable"
1337,"(Refurbished) MOTOROLA g24 Power (Glacier Blue, 128 GB)","7,299",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB6.6 inch HD+ Display50MP + 2MP Dual Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G85 ProcessorSeller warranty of 1 Year | Grade: Refurbished - SuperbCompatible Charger & Cable
1338,"POCO X6 5G (Snowstorm White, 256 GB)","17,499",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1339,"POCO X6 Pro 5G (Racing Grey, 512 GB)","23,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1340,Motorola a10,"1,499",0 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1750 mAh BatteryNO WARRENTY
1341,"Motorola g14 (Steel Gray, 128 GB)","8,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryT616 ProcessorImmersive Stereo Speakers with Dolby Atmos1 Year on Handset and 6 Months on Accessories
1342,"POCO X6 Pro 5G (Yellow, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1343,"MOTOROLA G71 5G (Arctic Blue, 128 GB)","16,999",6 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor1 Year on Handset and 6 Months on Accessories
1344,"POCO X6 Neo 5G (Martian Orange, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1345,"POCO X6 Pro 5G (Spectre Black, 256 GB)","20,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1346,"Motorola e13 (Creamy White, 128 GB)","7,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
1347,Motorola a50,"1,699",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1750 mAh Battery1 year WARRANTY
1348,"POCO M6 Plus 5G (Ice Silver, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1349,"POCO X6 Pro 5G (Yellow, 512 GB)","23,499",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1350,"Motorola G30 (Pastel Sky, 64 GB)","10,999",4 GB RAM | 64 GB ROM16.54 cm (6.51 inch) HD+ Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 662 ProcessorStock Android Experience | 90Hz Refresh Rate1 Year on Handset and 6 Months on Accessories
1351,"Motorola g31 (Baby Blue, 64 GB)","11,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 Inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh LiPo BatteryMediatek Helio G85 Processor1 Year on Handset and 6 Months on Accessories
1352,"POCO X6 Neo 5G (Astral Black, 256 GB)","17,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1353,"MOTOROLA Moto X4 (Sterling Blue, 64 GB)","23,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB13.21 cm (5.2 inch) Full HD Display12MP + 8MP | 16MP Front Camera3000 mAh BatteryQualcomm Snapdragon 630 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1354,"OPPO Find X8 5G (Star Grey, 256 GB)","69,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP | 32MP Front Camera5630 mAh BatteryDimensity 9400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
1355,"POCO M6 Plus 5G (Ice Silver, 128 GB)","11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1356,"MOTOROLA G04 (Sea Green, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
1357,"Motorola Edge 20 Pro 5G (Iridescent Cloud, 128 GB)","29,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display108MP + 16MP + 8MP | 32MP Front Camera4500 mAh BatteryQualcomm Snapdragon 870 5G (SM8250-AC) Processor1 Year on Handset and 6 Months on Accessories
1358,"POCO M6 Plus 5G (Misty Lavender, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1359,"POCO X6 5G (Snowstorm White, 256 GB)","17,499",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1360,"Motorola Edge 20 5G (Frosted Pearl, 128 GB)","20,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display108MP + 8MP + 16MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 778G Processor144Hz Refresh Rate AMOLED Display6.99mm Slim Design1 Year on Handset and 6 Months on Accessories
